Demand,Principal Component 1,Principal Component 2
0.2,-0.5852255482129043,1.3131625540234784
0.074194,-0.8189309290910964,0.9248092329302385
0.4,0.4994082869321176,-0.19054761332290185
0.2,-0.24645012871416147,-0.12857152501417246
0.148387,-0.38740793297595066,0.0846806569609579
0.274194,-0.22011441446516394,0.23412381330624563
0.148387,-0.5870520092654956,0.10063537069656085
0.248387,-0.2232303890937525,-0.04681176142985407
0.2,-0.562690512239771,1.5017128150447534
0.448387,1.0407007400455246,0.7351627529172471
0.6,0.5184284142338161,0.7178829635300126
0.274194,0.3766389457891663,-0.17336562695496494
0.448387,0.14022005091106848,0.35922809875832823
0.248387,-0.05043434335286894,-0.11076238515582466
0.548387,1.5909099706423244,0.01887787124747384
0.5,1.383737544356456,-0.4981618130579762
0.548387,0.46546405123694923,-0.2385695149178593
0.548387,0.41640063343431344,-0.16985754957182447
1.0,1.4855373085911716,0.5640719504254378
0.6,0.22858051756195152,-0.3112939543135222
0.074194,-0.7963254137844684,0.1820018315748241
0.274194,-0.17377143330830594,0.10706113903541058
0.8,0.9390809056353712,-0.3425762497901148
0.348387,-0.11851255471202975,-0.5975849993007897
0.548387,0.09112804514844025,-0.687912840176887
0.0,-1.2350081222398053,-0.5696813057869285
0.248387,-0.19790449545557715,0.0418156283697403
0.148387,-0.5835524535103128,-0.43728881263772784
0.022581,-1.1003501304169294,-0.22251811081156264
0.022581,-1.0093085158688015,0.06528724266213072
0.2,-0.512357094657148,-0.26435631921997654
0.202658,-0.5839518635319132,1.4727339048900714
0.076412,-0.8076067615157505,0.879468425719005
0.401993,0.6288868710509679,-0.3572982633611677
0.202658,-0.22976138197901222,-0.23528457653964605
0.149502,-0.38701920127244155,0.02152544165284473
0.275748,-0.16519701076855067,0.13100854755678115
0.149502,-0.5547726754848025,0.0667170579863864
0.249169,-0.15203495381889484,-0.12481593539690673
0.202658,-0.5455454326281941,1.4712238935649462
0.448505,1.054675409403514,0.6323184049973847
0.601329,0.5406912194669484,0.6292641702707165
0.275748,0.4251765016460331,-0.2216588768479494
0.448505,0.12811635442750716,0.2760165523673993
0.249169,0.0021179851813465903,-0.18575038194228796
0.548173,1.554648417386796,-0.025435015780138893
0.501661,1.420340424092203,-0.5525313067063415
0.548173,0.4046631670836504,0.05543792919026687
0.548173,0.4911223912886682,-0.2259255705004742
1.0,1.4956139858483497,0.5475290229108299
0.601329,0.25120331009322155,-0.3932456706492514
0.076412,-0.8062901824279601,0.18454704052358636
0.275748,-0.142886601039469,0.04075090760224487
0.800664,1.0338505544074115,-0.4600159323387976
0.348837,-0.07475604734300667,-0.7158391458710692
0.548173,0.16543390919705292,-0.8227155901316355
0.0,-1.213450501410915,-0.759375546035255
0.249169,-0.17229172717096214,-0.04479423248003846
0.149502,-0.5699291314378548,-0.5067603278272405
0.023256,-1.0825772969641876,-0.35193748745262476
0.023256,-0.9955086914514251,-0.05004788184848183
0.202658,-0.521720938488307,-0.32361167672962254
0.202749,-0.583655527487813,1.4471829242211713
0.075601,-0.8038646763451446,0.9085481283264745
0.402062,0.6344983569374966,-0.34664009911244265
0.202749,-0.28137158432575954,-0.14813253902047926
0.147766,-0.39428161927826294,0.012786457043667855
0.274914,-0.1672604544347801,0.11492429885707521
0.147766,-0.586833428119787,0.13420697511233254
0.247423,-0.15595638020724706,-0.06998649147629818
0.202749,-0.5417948301008032,1.4710737273686199
0.446735,1.0514024295844078,0.6321257258185372
0.601375,0.571096011326107,0.5751073689825461
0.274914,0.4288547048154338,-0.3005537529949532
0.446735,0.10533115593384479,0.2083744538728683
0.247423,-0.04206904004129248,-0.24271133786178872
0.546392,1.4617976733114861,0.07158870665651478
0.501718,1.3481775494925679,-0.5804753435169597
0.546392,0.45014419023555724,-0.12444777155928455
0.546392,0.43028266882419475,-0.24834492421633775
1.0,1.511025475271724,0.5260835619226802
0.601375,0.22723985293339022,-0.41669506151348823
0.075601,-0.810562118800452,0.18610661330109873
0.274914,-0.16256209759835785,0.04227105119928932
0.800687,0.9776685609998219,-0.4500536602932497
0.347079,-0.07471921480722012,-0.8070786312071141
0.546392,0.10489032194489095,-0.8822684434061293
0.0,-1.2180604794509826,-0.730881318233984
0.247423,-0.1968267388607777,-0.08259048295142243
0.147766,-0.5911385922445311,-0.5263893944061007
0.020619,-1.077904881619498,-0.3918945352812632
0.020619,-1.001137183917194,-0.058717660591924396
0.202749,-0.5401332850807363,-0.3474587541911043
0.205674,-0.5603374495304316,1.3156127927802803
0.078014,-0.8089693094953928,0.9382974487441057
0.404255,0.6220751748699992,-0.3696727622665255
0.205674,-0.28034876081937493,-0.17096116727581825
0.148936,-0.39576023121095694,0.004889134306363722
0.276596,-0.16661027008267187,0.13832703815047823
0.148936,-0.5909567495718783,0.10696342065948838
0.248227,-0.13996390438817347,-0.12413994215716818
0.205674,-0.5341126024877364,1.4832500719282016
0.446809,1.0801923930195214,0.577449193605501
0.602837,0.5318784813800196,0.5359083333542014
0.276596,0.4072333082334995,-0.2919892915380687
0.446809,0.03799544768093789,0.20289948945734962
0.248227,-0.07462550280712947,-0.25700448617971944
0.546099,1.4415120807931063,-0.01600093238206318
0.503546,1.326273112509532,-0.613532544828374
0.546099,0.4128305691244189,-0.09852364737363885
0.546099,0.36373663989915017,-0.22889582401728878
1.0,1.4338840644935151,0.5488423199974725
0.602837,0.16268535366873194,-0.3813421889656922
0.078014,-0.8205261572870491,0.1711346387772904
0.276596,-0.165281556482656,0.037814220134655976
0.801418,0.9300592364188353,-0.45646759461783293
0.347518,-0.0766265759626051,-0.8172806270029699
0.546099,0.019653005600558143,-0.8583229806057906
0.0,-1.2207411429857513,-0.6909858160599125
0.248227,-0.20307799103659688,-0.10031394457036229
0.148936,-0.5596985761249982,-0.507658071694863
0.021277,-1.0759907040274848,-0.4024810479992118
0.021277,-1.0107101959349185,-0.07300029484312975
0.205674,-0.544408989931696,-0.306870739474494
0.205882,-0.544567938654302,1.458409109920984
0.077206,-0.7601237037535634,0.924307179443068
0.404412,0.6181840956040068,-0.32050493814825876
0.205882,-0.2027924436800448,-0.18755207149895595
0.147059,-0.3741939405455794,0.04702984033816838
0.275735,-0.17264320170742567,0.22483630932333135
0.147059,-0.6009267689701243,0.1073125336840866
0.246324,-0.10495238333629849,-0.1710697630087398
0.205882,-0.48635649044656903,1.4041548156408574
0.444853,1.2262481087031205,0.6778093347938131
0.602941,0.7037112588440008,0.5046479462992117
0.275735,0.4373111196607292,-0.3291350605189647
0.444853,0.0759996493414419,0.21327953777621037
0.246324,-0.07075674073547288,-0.25117648619324934
0.544118,1.6196446435904293,-0.02781482602922129
0.503676,1.0292083232114824,-0.4524233077407551
0.544118,0.5520374149892583,-0.18870459432434883
0.544118,0.3989402505281711,-0.2050784234913893
1.0,1.3606906188551509,0.5444345791565067
0.602941,0.19113596298305738,-0.3585818510426876
0.077206,-0.805840696720183,0.1683560623612067
0.275735,-0.041194839513123555,-0.10643332131131314
0.801471,0.7989560311700895,-0.4042225412927227
0.345588,-0.07297410382580745,-0.8260911762336338
0.544118,0.12539171486280354,-0.9330293465472407
0.0,-1.223349523255434,-0.7075547372441188
0.246324,-0.1972347821771784,-0.10940024220652848
0.147059,-0.675444692960686,-0.36566327496912704
0.018382,-1.0526511793446802,-0.4171892531146427
0.018382,-1.005832735960388,-0.06765782431727793
0.205882,-0.5943435620727556,-0.3132430685570895
0.209125,-0.5031531111118421,1.3825661830473457
0.079848,-0.7331311755074245,0.7903061741866696
0.406844,0.5610545399695949,-0.35012809902116016
0.209125,-0.15831627343334453,-0.26958571273833587
0.148289,-0.37280974869328404,-0.06324638449032338
0.277567,-0.1581280851057833,0.3093151821227403
0.148289,-0.5568973110048652,0.00743226495150172
0.247148,-0.15882780844149386,-0.13760953676479876
0.209125,-0.4617578577999567,1.4976589976886987
0.444867,1.2458751367989027,0.558155406314748
0.604563,0.7486763641113832,0.41966157955475725
0.277567,0.3519252414439739,-0.2886717345830798
0.444867,0.09477635184194376,0.1455303420978175
0.247148,-0.06248727973959822,-0.29400673635276514
0.543726,1.6401597411049846,-0.052409555949518245
0.505703,1.0518125087633796,-0.47362237683490416
0.543726,0.5478141742582778,-0.23482805562228035
0.543726,0.33606395562590374,-0.19136118456682905
1.0,1.3436507922842316,0.4793968369085212
0.604563,0.23910955999270414,-0.42660902915608984
0.079848,-0.7974635203104119,0.09621436331972326
0.277567,0.029805004897127483,-0.22254098442709752
0.802281,0.721226162332768,-0.41597841489680093
0.346008,-0.14784371237907035,-0.7962060738346879
0.543726,0.06499601026626697,-0.8803699955563782
0.0,-1.224741979968919,-0.7424547015165924
0.247148,-0.22014976786288587,-0.11703868580622273
0.148289,-0.637552443143083,-0.511301026822968
0.019011,-1.0762315966013356,-0.4515759903273507
0.019011,-0.99910246324229,-0.12886330941585533
0.209125,-0.5868687851961526,-0.37274659547779104
0.209486,-0.4562883062011346,1.4729137106529222
0.079051,-0.7271506986417436,0.8325800345380551
0.407115,0.5541376496815551,-0.30701155356962906
0.209486,-0.1373425839020016,-0.18608272723087907
0.146245,-0.36788031114241077,-0.04293118962050434
0.27668,-0.08291788575722368,0.22827098449205435
0.146245,-0.5101387928475376,0.017834873972430176
0.245059,-0.14295189402426522,-0.13019142870512024
0.209486,-0.42919509863164523,1.4076476995717784
0.442688,1.2398068413141157,0.5546199667471654
0.604743,0.8115339335590989,0.41910638740761197
0.27668,0.3837601685506392,-0.3285294150107066
0.442688,0.09040986659692678,0.15020376490433965
0.245059,-0.09332605506607673,-0.26310909363554313
0.541502,1.5480790836353062,0.03916897207180519
0.505929,1.1112157290413183,-0.5065837646473529
0.541502,0.5028841132402734,-0.1982549735154612
0.541502,0.309073459286562,-0.17099683630592102
1.0,1.3367009663462384,0.5163747780839802
0.604743,0.20928437636518907,-0.4108243906297135
0.079051,-0.7997660955857328,0.08837161079815473
0.27668,0.019375439105311937,-0.23326094530298094
0.802372,0.6631788072027168,-0.3712950719592162
0.343874,-0.24818296710247603,-0.7482095095483325
0.541502,0.02712212715544505,-0.8504843236729867
0.0,-1.2243720683860138,-0.7335214838397703
0.245059,-0.22909895183842083,-0.09326526082388108
0.146245,-0.6153535565649035,-0.5113624429091265
0.01581,-1.0721182853400286,-0.4448211754417096
0.01581,-1.001270723443881,-0.11727634714168622
0.209486,-0.5846835362982842,-0.378326935682758
0.213115,-0.4165364343424969,1.4890042662274536
0.081967,-0.7345891055358924,0.9704351535142759
0.409836,0.5507398432046193,-0.20742112728415482
0.213115,-0.1165289918793807,-0.21355249371848672
0.147541,-0.3599759745789758,0.06576109401791272
0.278689,-0.05622204644464527,0.36350387501489617
0.147541,-0.4787621177761422,0.09888663559921476
0.245902,-0.11155268647862812,-0.061796752081403866
0.213115,-0.40621685839277694,1.45853956493811
0.442623,1.1735299473786898,0.640281502304991
0.606557,0.8802309970104795,0.5254980481565228
0.278689,0.3504241253948429,-0.26035937242236595
0.442623,0.07562535583465782,0.21040063851981597
0.245902,-0.11741387351224686,-0.21366646672686235
0.540984,1.4408441114118826,0.1417474813527068
0.508197,1.0928814287111686,-0.4394605914328913
0.540984,0.48187172782542476,-0.15535380405543517
0.540984,0.27052412029433714,-0.11667915804363091
1.0,1.350780606568926,0.6363327189557143
0.606557,0.19188976041367042,-0.3256370272665392
0.081967,-0.7973663328612592,0.13711676878802706
0.278689,-0.045851535482328266,-0.12827810023383693
0.803279,0.6565053038080186,-0.2816160546868109
0.344262,-0.34704100218304135,-0.7180294648581445
0.540984,-0.0896013805952378,-0.7382378383877091
0.0,-1.2270001834750786,-0.6779700104854348
0.245902,-0.23997998397325768,-0.06013827730220111
0.147541,-0.6219797681294387,-0.4725105530749485
0.016393,-1.0676005596624254,-0.4192303174509939
0.016393,-1.0101866222912743,-0.07607410818891586
0.213115,-0.5645724691911733,-0.3588112591056207
0.213675,-0.4048778132814043,1.4471058917433202
0.081197,-0.7246880564778673,0.9671786897606223
0.410256,0.5465006348846098,-0.12390983494286191
0.213675,-0.14585266316727702,-0.19046466247251048
0.145299,-0.41755973507580274,0.1372949357460377
0.277778,0.024523389119343566,0.23911256360727734
0.145299,-0.4787033368078283,0.15024961887469443
0.24359,-0.14871062922582137,0.056281312916919
0.213675,-0.37337217173023385,1.5987415186050467
0.440171,1.3212364143613362,0.3745254696599317
0.606838,0.8930225136724649,0.5396199107267093
0.277778,0.2447960880303774,-0.09900020123424932
0.440171,0.04857484684922592,0.2125407815591794
0.24359,-0.1452969686754813,-0.24468107185409807
0.538462,1.5295042550882127,0.0953748908009431
0.508547,1.0343924087598977,-0.3204508611832054
0.538462,0.38597048438507653,-0.039707540879939204
0.538462,0.35846212885967627,-0.06280475367514761
1.0,1.36541522796141,0.7058250872245453
0.606838,0.13358777311134268,-0.2666276205912236
0.081197,-0.8344852919588314,0.17213226918281552
0.277778,-0.011873610599623443,-0.17185779399717682
0.803419,0.6567952559609657,-0.27255577657219565
0.34188,-0.48774369001561163,-0.5593973161082059
0.538462,-0.08836369300449438,-0.7899112911250723
0.0,-1.2286139401723266,-0.6507176054481197
0.24359,-0.2758294773257544,0.029104042224373718
0.145299,-0.7093495836069726,-0.37503371822410553
0.012821,-1.1033627760109408,-0.3620133758398518
0.012821,-1.026102243570101,0.012788935041540238
0.213675,-0.5934133895026718,-0.33852045081586923
0.2,-0.5932467625578114,1.4303314554419864
0.075,-0.8102088469256342,0.8470289806770643
0.4,0.5933579880780644,-0.3406567155424867
0.2,-0.25300661624185034,-0.1719158745764828
0.15,-0.35984896592287646,-0.04402285154053744
0.275,-0.21618975718298414,0.16325124479192096
0.15,-0.5854882984714918,0.11031180497362994
0.25,-0.18946700892935156,-0.10714835188062026
0.2,-0.5728104623940516,1.5136557332266525
0.45,1.0436954946924324,0.6870806713362612
0.6,0.5434749620419403,0.6471893280672821
0.275,0.37672113565454823,-0.2074278344097821
0.45,0.18262027115701016,0.26916973712806136
0.25,0.023835510434831522,-0.21165384388980057
0.55,1.5951831494841167,-0.020145932423436107
0.5,1.3525326799737698,-0.6214931491014658
0.55,0.5284220421466113,-0.16484007726794372
0.55,0.5701683558348989,-0.30172188893304147
1.0,1.4830719675761315,0.5090869741287516
0.6,0.23661064864242087,-0.3618222884973986
0.075,-0.7944223281221359,0.24049447615016514
0.275,-0.17736978451397586,0.09646655711653886
0.8,1.086825732087909,-0.45934098552493896
0.35,-0.10299632316333192,-0.5879582434887174
0.55,0.1142246909094967,-0.8047423509626646
0.0,-1.224388376919422,-0.6845788689210014
0.25,-0.14028179885237452,-0.09788481095400266
0.15,-0.536298253447147,-0.5662844608474364
0.025,-1.0831520023266947,-0.3635291314478776
0.025,-0.9912845212896367,-0.09505254440818167
0.2,-0.4814112239088177,-0.3657973824432777
